cleaned_text,sentiment,sentiment_score,source
triliun,neutral,0.9602713584899902,tiktok
bagus web mirror komik,positive,0.9301342368125916,tiktok
buat biaya bikin coretax buat biaya makan healing,neutral,0.9123954772949219,tiktok
pas liat anggara vendor belike asa kmarin dealnya,negative,0.7128177285194397,tiktok
triliun bikin sendiri,negative,0.8294561505317688,tiktok
lapor,neutral,0.9985162615776062,tiktok
inti kalau djp mau terap cortex tuju cuman masalah tuh sistem belon siap pakai sisi nagih apa stress,negative,0.6052091717720032,tiktok
verif nomer telpon website coretax memang lama banget apa bagaimana day,negative,0.9118548035621643,twitter
coretax tak jelasss,negative,0.9993783235549927,twitter
bang kek help desk kpp ampe kerja wfc situ bang nunggu coretax,neutral,0.8848693370819092,tiktok
janganbayarpajak,neutral,0.9074583649635315,tiktok
remote sendiri,negative,0.9993560910224915,tiktok
bukan server dibenerin malah joget,negative,0.9992796778678894,tiktok
curiga coretax beli hosting server hosting abal abal,negative,0.9993077516555786,tiktok
badut semua badut,negative,0.9991480112075806,tiktok
usut tri uang coretax plis kpk,neutral,0.9984360337257385,tiktok
program bodong korupsi ledak waktu,negative,0.9994014501571655,tiktok
buat konsumsi buat bikin aplikasi,neutral,0.8927640318870544,tiktok
best pokok,positive,0.9993441700935364,tiktok
betuuuuuuul ngapain release buat capek hambat ritme bisnis masyarakat,negative,0.9980916380882263,tiktok
adat istiadat konoha,negative,0.9989277720451355,tiktok
dewasa bukan soal umur dewasa soal coretax,neutral,0.8811831474304199,twitter
server pake google drive kali wkwk masok kantong jelas,negative,0.9964152574539185,tiktok
aplikasi ribu dollar bang cuma biaya hotel makan makan sama jalan duit ahli bikin mahal,negative,0.786718487739563,tiktok
komdigi terima lapor djp situs tiru coretax rajalela,neutral,0.9873363375663757,twitter
tim finance kantor ampe mau nyerah,positive,0.9640727639198303,tiktok
paham paham bikinin lahhh,positive,0.8435797691345215,tiktok
hai kak mohon maaf atas ketidaknyamanannya perihal bpe muncul kakak unduh lalu coretax menu surat pemberitahuan pilih surat pemberitahuan pilih lapor sila cari maksud kemudian klik unduh tanda terima,neutral,0.986164927482605,twitter
tepuk juta lapang kerja,negative,0.8403213024139404,tiktok
iya akun coretax wajib pajak orang pribadi sebut beri role access menu tuju,neutral,0.9722365736961365,twitter
semua serba online langsung akses coretaxdjp pajak idaktivasi akun coretax urus pajak makin relax,neutral,0.6474232077598572,twitter
jabat bukan orang ahli tepat,negative,0.9992392063140869,tiktok
playstore,neutral,0.9830572009086609,tiktok
antri djp jam pgi ampe jam soree orang layanin kurleb jam,positive,0.9552924036979675,tiktok
buat buat apk sisa gaji buat,neutral,0.8268797397613525,tiktok
bayar pajak hasil seluruh tahun bayar maret november dikirimin surat kantor pajak tulis upload coretax,neutral,0.5529140830039978,tiktok
wkwwkwk betul coretax kocak banget,negative,0.8898537158966064,tiktok
sok asik coretax noh benerin,negative,0.9981356859207153,twitter
mba mirip awkarin,neutral,0.6401867866516113,tiktok
lapor investasi sekuritas bagi kali bahas surat hutang reksa dana obligasi usaha obligasi perintah surat utang reksa dana lapor siap transisi coretax ikut,neutral,0.9988607168197632,twitter
kudu sabar drpd setreesss,positive,0.6812975406646729,tiktok
hari faktur pajak error faktur pajak approved tiba ubah jadi saved invalid allahu akbar,negative,0.9893128275871277,tiktok
uang uang uang uang uang,positive,0.9892834424972534,tiktok
sidang tutup,negative,0.929304838180542,tiktok
yoi dapet kumplit sama infra plus bonus,neutral,0.7391805052757263,tiktok
tar muncul kasus korup cortax kya tau negri konohi,negative,0.9989805817604065,tiktok
akun djp online tsb baru laku aktivasi laku coretax guna email beda apabila data email coretax beda tsb tahu ganti sila laku ubah data email kak,neutral,0.9937140345573425,twitter
hopeless perintah sekarang,negative,0.9993104934692383,tiktok
tanya lanjut kakak maksud pilih nama objek pajak atas jasa buat website jasa bangun gedung buat bukti potong pph pasal bukan pegawai menu pegawai tetap lalu coretax,neutral,0.9919392466545105,twitter
web mustahil,negative,0.9952468276023865,tiktok
semua applikasi website dri perintah sering error tampil jelek banget,negative,0.9990060925483704,tiktok
negara obsesi sama tepuk tangan,negative,0.9980581402778625,tiktok
coretax codingan blackbox,negative,0.9968718886375427,tiktok
yakin mrk bikin gituan sampe besar dana coretax,positive,0.6777933835983276,twitter
kira bioskop kali jam midnight segala coretax,positive,0.679054856300354,tiktok
kalau dikasusin korupsi potensi rugi negara dana alir beliau bikin bijak soal coretax pilih vendor acc wajib dikasusin kan,negative,0.9973025321960449,twitter
hai kak mohon maaf atas ketidaknyamanannya akses coretax sila laku beberapa langkah ikut laku clear cache cookies browser guna new private window new incognito window,neutral,0.9936503767967224,twitter
periksa duo mul,negative,0.979866623878479,tiktok
lapor pajak sekarang pake coretax,negative,0.5999069213867188,twitter
log butuh hari loading,negative,0.96126788854599,tiktok
laaaaah laaaah laaaaaaaaah mending bikin langsung kantor pajak,positive,0.8365892767906189,tiktok
bukan server asli milik djp provider publik net sewa aws pakein nama server fbi scan sendiri shodan terus bikin narasi bobol fbi,negative,0.9726516604423523,tiktok
langkah nyata kpk langsung jantung masalah coretax kukuh komitmenkpk harap rakyat,positive,0.8370951414108276,twitter
kendala tanda lokasi,neutral,0.993923008441925,tiktok
bagusin dulu servernya,negative,0.6608923077583313,tiktok
benerann real gaess tipu satset beressss,positive,0.9695611596107483,tiktok
text,negative,0.9768444895744324,tiktok
aktivasi banget mau login,neutral,0.9985527396202087,tiktok
negara korupsi,negative,0.9974088072776794,tiktok
mulai lapor bayar update data laku coretax aktivasi akun coretax registrasi djp sekarang biar urus pajak makin tenang cek informasi lebih lanjut,neutral,0.9935777187347412,twitter
sisa paro rambut gara coretax,negative,0.9330225586891174,tiktok
loadingnya lama bat ampunn,negative,0.999196469783783,tiktok
kalau lpor pajak pake djp apa coretax,neutral,0.9982612729072571,tiktok
hai kak mohon maaf atas ketidaknyamanannya mohon sampai lebih rinci kendala log apa akses coretax djp pasti kakak buka alamat website benar,neutral,0.9913467764854431,twitter
mic merek djp apa,neutral,0.993109941482544,tiktok
hai kak kait kendala alami notifikasi beberapa kasus buka boleh jenis kasus mungkin sebab ada kasus mohon sama buka akun coretax wajib pajak aju mohon,neutral,0.9378396272659302,twitter
proyek mark sekian padahal sampe puluh juta,negative,0.8672707080841064,tiktok
nyampe developer berpa kira kira kalau nyampe smua web kaya gtu nyari masalah developer,negative,0.9953268766403198,tiktok
alokasi dompet,neutral,0.5702809691429138,tiktok
memang balik sap sap,negative,0.9332563281059265,tiktok
tampil jelek banget anjir bulan kagak bener bener,negative,0.9992751479148865,tiktok
gabisa email,neutral,0.9584327340126038,tiktok
semua laku langsung lewat coretax datang kantor pajak langkah mudah portal ubah status tetap nonaktif,neutral,0.995498538017273,twitter
most mandiri,positive,0.9991826415061951,tiktok
coretax ngelatih llm buat nyaingin chatgpt bang,negative,0.9843557476997375,tiktok
paham,negative,0.9435136318206787,tiktok
vendor menang banyak,positive,0.9926654696464539,tiktok
bro niat pindah negara,negative,0.9921200275421143,tiktok
jangan tinggal aktivasi akun coretax sekarang,neutral,0.9711093902587891,twitter
kalau pake microservice scaling,neutral,0.9524078965187073,tiktok
makan gaji kareawan sehar hari,neutral,0.9550146460533142,tiktok
ladang korupsi,negative,0.9987626075744629,tiktok
kalah sama aplikasi judol,negative,0.999254047870636,tiktok
sistem pajak indonesia aktivasi akun coretax urus pajak makin relax cek pandu lengkap,neutral,0.9779278039932251,twitter
woy bagaimana website coretax eror terusss,negative,0.9990942478179932,twitter
heran sistem tri indonesia,positive,0.8823084831237793,tiktok
hai kak ubah lalu akun djp online kakak aju ubah data upa email lalu coretax kpp daftar kring pajak telepon layan livechat website,neutral,0.9987982511520386,twitter
huahahaha gitu map bang ekor angin korea indonesia mungkin internet abang lot pakain satu gbps baru buka,negative,0.9965691566467285,tiktok
begini,neutral,0.6290254592895508,tiktok
mau bayar pajak ajaa sulit lagi kurang bayar kena denda kurang zalim apa ituuu,negative,0.9993669390678406,tiktok
rehat coretax alhamdulillah banget,neutral,0.783167839050293,twitter
moga cepat lancar,positive,0.990398645401001,tiktok
welp banyak website perintah memang bosok sering ngelus dada kalau input sipd djp coretax srikandi,negative,0.9659333825111389,tiktok
progress bkin supermarket roblox sma bkin faktur pajak coretax mas lebih jelas roblox kek cct banget website apsi anggar doang mahal kocak,negative,0.9993771910667419,twitter
sperti biasa lah bang jangan heran beli alat tulis kantor triliun,positive,0.977179229259491,tiktok
hari masa begini status impor coretax triliun cuma jadi begini jelas dana siluman,negative,0.9984857439994812,twitter
tag woy,positive,0.9121955633163452,tiktok
hai kak lapor masa bea meterai coretax laku lalu modul surat pemberitahuan surat pemberitahuan klik buat konsep klik masa bea meterai mungut bea meterai muncul pilih sebut,neutral,0.9965355396270752,twitter
username admin password admin,neutral,0.9013568162918091,tiktok
triliun alokasi buat nama bang,neutral,0.5350341796875,tiktok
banyak iklan kaya jadi lambat,negative,0.9962791800498962,tiktok
buat bro,negative,0.9973927736282349,tiktok
total sama dana kantong wkwkwk jangan cuma tuh biaya bikin,negative,0.9756259918212891,tiktok
beli template website shopee,negative,0.9190769195556641,tiktok
nama,neutral,0.6652137637138367,tiktok
gapake rust wokwowkwowkowk,positive,0.9888295531272888,tiktok
test nyambung ngobrol sama chatgpt,neutral,0.9315764307975769,tiktok
alhamdulillah rill tipu tipu kakak nyaa fast respon jugaa kerja sampe menit awal takut lihat testimoni lihat kakak berani nyantumin foto alhamdulillah beneran amanah murceee jugaaa,positive,0.997787356376648,tiktok
semua dihitungin bikin website proper becus bagaimana coretax eror mulu,negative,0.9993985891342163,twitter
gua suruh sabar ngadepin coretax remuk remuk badan teh bulan ngadepin coretax masalah gua sakit megang website dajal bos ngomel sana sini staf ngegerundelin gua taiiiiiiii,negative,0.999483585357666,twitter
cita masuk big masuk anjay tahun empat stress berat smp konsul psikolog resign oalah internal auditor mantap tahun tiga direktur kata kmu promoted pindah dept tax manager gelut coretax,negative,0.8522782921791077,twitter
coretax buat kacau,negative,0.9994402527809143,tiktok
banyak bener kasus negoro iku aparat bunuh warga mbg masalah kasus uang palsu dana pip bos pagar laut gas langka kabinet blunder phk job winter investor lepas coretax sertifikat tanah korupsi alir dana lanjuten beh,negative,0.9970415234565735,twitter
penting cuan lee peduli setan ama server aplikasi,negative,0.9970243573188782,tiktok
apps kek heeuhhh,positive,0.8665541410446167,tiktok
input faktur butuh wktu shrian bjir muter blunder,negative,0.9987792372703552,tiktok
sertifikat ceh,negative,0.9850186705589294,tiktok
jidat,negative,0.9985958933830261,tiktok
terimakasih kasih banyak min buat cpeat ribet ribet,positive,0.9788253903388977,tiktok
seperti masalah anggar buat vendor berapa nilai asli jadi ngerjain sesuai budget vendor,negative,0.9052865505218506,tiktok
gercep banget terus ramah kakak,positive,0.9246494770050049,tiktok
wah bener,positive,0.9954550266265869,tiktok
motto kalau sulit mudah,neutral,0.6390798687934875,tiktok
giat tuju tingkat kesiap pegawai instansi perintah dukung implementasi penuh sistem coretax djp,neutral,0.9961609840393066,twitter
lucu,positive,0.9589718580245972,tiktok
cape banget urus website coretax anjinggggggggg bikin emosi bulan puasa monyeeeetttttt,negative,0.99891197681427,twitter
coretax anjing pak stop korupsi mau kerja anjing masa tiap buka website error plis mau bayar pajak,negative,0.6484076976776123,twitter
aduh smpe sekrang gin kakk sumpah ngeselin mau bayar pajak ribet bgttttt jenderal pajak,negative,0.9994113445281982,tiktok
hire hacker,positive,0.9889476299285889,tiktok
atas jam malam smpai subuh baru lancarr,positive,0.9078343510627747,tiktok
edukasi coretax halo kawanpajak rangka siap lapor tahun tahun pajak laku tahun kpp pratama bengkulu ada edukasi coretax kerja sama adil negeri manna selasa,neutral,0.9982079267501831,twitter
coretax telan dana hasil banyak bug padahal anggar pake paling berapa lain paling buat bancak bikin aplikasi mirip deksek rencana anggar bancak jamaah hasil zonk,negative,0.9986683130264282,twitter
hai kak mohon maaf atas ketidaknyamanannya kendala apabila alami kendala mohon coba laku ikut akses website coretax,neutral,0.9724598526954651,twitter
informasi sesuai pasal per email bukan rupa terang cantum data email informasi beli otomatis tampil jual menginputkan npwp beli buat coretax tks had,neutral,0.9433570504188538,twitter
halo jelasin tahap restitusi kembali dana rekening pbk kok error coretax pbk atas pph masa pajak salah cara atas error bagaimana tlg bantu jelasin jelas,neutral,0.5700562596321106,twitter
mau aktivasi eror bagaimana pak,negative,0.9722269177436829,tiktok
tiba tiba bikin tiba tiba launching gaada uji coba dulu masyarakat gaada sosialisasi masalah evaluasi deepseek bagus logika sederhana harus lebih baik,negative,0.9725136160850525,tiktok
perlu kantor pajak kawanpajak sebentar masa lapor tahun tiba jangan lupa segera aktif akun coretax buat kode otorisasi dulu semua serba online langsung akses aktivasi akun coretax urus pajak makin relax,positive,0.6565839052200317,twitter
btull mau bkin npwp susah mau masuk webnya,negative,0.9952959418296814,tiktok
waduh beli webcam dulu lewat kan,negative,0.91185063123703,tiktok
expect raymond cursing,neutral,0.6853432655334473,tiktok
gegara website mimpi topik coretax kek cape gua woy,negative,0.9730481505393982,twitter
website coretax data sama lapor depan website coretax semua,neutral,0.9895957112312317,twitter
hai kak ubah pic laku lalu coretax djp wajib pajak menu portal profil informasi umum klik edit sila ubah bagi pihak kait kak,neutral,0.9988250136375427,twitter
halo min ubah data kode ekonomi utama kerja jadi kerja sejak kemarin website coretax sekarang data ubah bagaimana solusi,negative,0.7508418560028076,twitter
oknum,positive,0.8954436182975769,tiktok
sini gua bikinin gausah kasih apa apa gua,negative,0.9944638609886169,tiktok
hai kak akun coretax butuh efin efin butuh registrasi ubah kata sandi website coretax yatu djp online tks fyah,neutral,0.9594002366065979,twitter
benerin dulu aplikasi error mulu,negative,0.9981978535652161,tiktok
harga asli segitu,negative,0.8384044766426086,tiktok
serius sri mulyani aman kpk,neutral,0.9839048981666565,tiktok
website gilak,negative,0.9989582300186157,tiktok
buset kaya tau duit ilang,negative,0.9991845488548279,tiktok
iyaa mau lapor sama bayar pajak ribet,neutral,0.8655908703804016,tiktok
benerin dulu bolo jangan error jangan error jangan error,negative,0.9391690492630005,tiktok
perlu audit sihproject bodong woi,negative,0.9989780187606812,tiktok
real cortax error mulu kantor gua,negative,0.9990900754928589,tiktok
paham kan efisiensi,negative,0.9936593174934387,tiktok
kawanpajak bupati mimika laku aktivasi akun coretax buat kode otorisasi djp,neutral,0.9990886449813843,twitter
perlu kantor pajak kawanpajak sebentar masa lapor tahun tiba jangan lupa segera aktif akun coretax buat kode otorisasi dulu semua serba online langsung akses aktivasi akun coretax urus pajak makin relax,positive,0.496695339679718,twitter
coba masuk mas kalau smpe halaman login doang,neutral,0.7577449679374695,tiktok
oknum,positive,0.8954436182975769,tiktok
pasti kolom alamat email nomor laku aktivasi akun wajib pajak laman coretax data diinput sesuai data daftar sistem djp,neutral,0.9985337257385254,twitter
pake telkomnet instan bang,negative,0.8452858328819275,tiktok
indikasi mark,neutral,0.994340181350708,tiktok
sini gua bikinin gausah kasih apa apa gua,negative,0.9944638609886169,tiktok
tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,neutral,0.9964708089828491,twitter
hai kak mohon kswp sila lalu coretax website menu layan pajak buat mohon penuh wajib wajib pajak kswp tks elti,neutral,0.9959094524383545,twitter
root,negative,0.9974824786186218,tiktok
bener bener cara sosialisasiny orang boomer,negative,0.6152392029762268,tiktok
kira kira aplikasi coretax pakai apa,neutral,0.9585056900978088,tiktok
papa memang coretax bunuh banyak rakyat kok triliyun aplikasi abal harus buat dana sehat didik lain,negative,0.9834762811660767,twitter
bantu gen kerja aktivasi akun coretax sekarang urus pajak makin relax,neutral,0.9963351488113403,twitter
kira wifi ganggu,negative,0.9881893396377563,tiktok
daftar buat npwp dicoretax pajak lot gampang error terus kemarin daftar kaga mulu,negative,0.9981118440628052,tiktok
kantor sulit malah palak denda blogh kalau buat website gausah banyak babi web faktur djp online coretax bikin website gausah banyak gin kek profesional kelas negara,negative,0.9992339611053467,twitter
spill rahasia biar makin relax tahun depan kawanpajak yuk aktivasi akun aktivasi akun coretax semua urus pajak kelola satu sistem modern aman efisien,positive,0.8060021996498108,twitter
waaah kaget,negative,0.9991194605827332,tiktok
playstore,neutral,0.9830572009086609,tiktok
kan potong lain paling buat aplikasi cuma juta,negative,0.9060032367706299,tiktok
ambisi launching nyusahkan banyak orang bujet segitu cukup buat byr data entry review proses kerja,negative,0.824363648891449,tiktok
mending ketimbang dana anggar buat bikin coretax wkkk,negative,0.9859718680381775,twitter
tindak lanjut baik gar bawah laku bukan malah balik sama mantan,negative,0.9756657481193542,tiktok
salah server kali bang,negative,0.990740180015564,tiktok
mungkin buat rapat,neutral,0.5351157784461975,tiktok
ubuntu xampp php ajar smk bang bener banget,negative,0.9505994915962219,tiktok
bingung cara buat npwp website ereg pajak tutup cara bikin akun coretax amp mohon otorisasi djp bantu proses sesuai atur laku data pribadi jamin aman minat info mamayannouncement,neutral,0.994873583316803,twitter
apabila kendala sila kakak coba cara ikut buka coretax clear cookies amp cache browser guna guna new private window mozilla new incognito window chrome pasti koneksi internet lancar stabil,neutral,0.9966590404510498,twitter
huh siapa sich vendor,negative,0.9955254197120667,tiktok
duit triliun isi sama boomer perintah,negative,0.9959421753883362,tiktok
wkwkw memang berat kerja makin berat,negative,0.9991716146469116,tiktok
lapor kosong maksud tetap isi semua bagi hasil isi memang bawah ptkp tinggal login coretax atw djp online pilih tahun lalu isi formulir akhir,neutral,0.9884206056594849,twitter
source trust bro,neutral,0.9744060635566711,tiktok
bantu pak purbaya,neutral,0.9398732781410217,tiktok
njiirr bukan kalau gpp lot,negative,0.9971553087234497,tiktok
sekarang bayar pajak karna coretax bikin pusing bikin emosi,negative,0.9986608028411865,tiktok
coretax anjing bikin emosi,negative,0.9991831183433533,twitter
pangkas buat ketua proyek sisa buat tender,neutral,0.6513601541519165,tiktok
ganti website coretax iya gampang uda ganti yak jadi susah,neutral,0.8210481405258179,twitter
bingung ngelola website,negative,0.9991084933280945,tiktok
krj software agency biasa paksa live cepat soal duit proyek biar cepet bayar masalah bug sbnrnya agency tau,negative,0.9474558234214783,tiktok
sekarang email otp aktivasi tak pernah hampir tahun,negative,0.9902663826942444,tiktok
allahuakbar coretax,positive,0.7128374576568604,twitter
eror mulu eror mulu eror mulu problematik problematik problematik,negative,0.998096764087677,tiktok
ngurusi coretax mumet umum perintah paham rasih digitalisasi fungsine mudah kok malah tambah ruwet pas ngerti dana ada tambah muntab teh juhhh pajek wong akeh kui bossss,negative,0.9991284012794495,twitter
hai kak kakak maksud surat tegur kait terbit stp menu sampai surat tanggap kait surat tegur atas stp aplikasi coretax,neutral,0.8026776313781738,twitter
remote sendiri,negative,0.9993560910224915,tiktok
kdala email sama telpon,neutral,0.9826899766921997,tiktok
instansi pajak konoha sarang koruptor besar,negative,0.9987974166870117,tiktok
nyoba masuk coretax walaupun harap lebih sama website,negative,0.9962455630302429,twitter
kabuuuuur,negative,0.9953210949897766,tiktok
keren keren orang orang coba adain hackaton platform jenis siapa tahu gantiin coretax,negative,0.5963305234909058,twitter
lebih core rupsi banding coretax,negative,0.9983428716659546,tiktok
aktivasi akun coretax urus pajak makin relax cek pandu,neutral,0.9973176121711731,twitter
hai kak buat kode billing skpkb maksud sila buat lalu coretax menu bayar buat kode billing atas tagih pajak apabila data sebut muncul mungkin proses migrasi data mohon cek kala,neutral,0.9949105381965637,twitter
aktivasi sesuai padahal pernah ganti gmna,negative,0.9681290984153748,tiktok
selamat datang indonesia gelap,neutral,0.991061806678772,tiktok
uda login ereg,neutral,0.995823860168457,tiktok
jangan masuk kantong program,negative,0.9847269058227539,tiktok
kreatif dikit pliseeee cuman kua,negative,0.9550696611404419,tiktok
kalau makan bang,neutral,0.938474714756012,tiktok
jng review,negative,0.7488396167755127,tiktok
penasaran orang sabar mingyu sabar kalau buka website coretax soal website jelek banget jinggg error mulu tolol,negative,0.9994797110557556,twitter
banyak markup,negative,0.9982061386108398,tiktok
harus perintah cari solusi aplikasi selesai segera bulat kecuali,negative,0.644338071346283,tiktok
coretax inti stress,negative,0.9122762084007263,tiktok
pernah baca berita ttg menteri milik jawa pos heran ada trafo liat pasar online spek sama kok stlah anggar lambung entah isu apa nyata,negative,0.9572626948356628,tiktok
kocak intinnya mah,negative,0.9994354844093323,tiktok
gapapa foto pas sekarang waktu pas kawanpajak aktivasi akun coretax djp registrasi kode otorisasi akses resmi,neutral,0.9331779479980469,twitter
sekarang foto kartu,negative,0.9602822661399841,tiktok
kait betul masa ppn desember karena masa transisi coretax guna konsep delta betul masa ppn desember sebab nilai lebih kecil selisih kurang bayar setor,neutral,0.9659379720687866,twitter
postingan kata beberapa bikin anak magang,neutral,0.932953417301178,tiktok
deposit dulu lebih yack lumayan dana endap,negative,0.933793842792511,tiktok
makasih kak nggk perlu nunggu lama selesai,positive,0.9693312048912048,tiktok
kalau buat kek mana cara ambil kartu npwp kak,neutral,0.9967201352119446,tiktok
bootstrap,positive,0.8786288499832153,tiktok
kasihan ama bang faktur keluar keluar,negative,0.9947326183319092,tiktok
internet ngadat kali biar masuk jurang,negative,0.9963318705558777,tiktok
mending dlu makin pusing kerja kelar grgr coretax,negative,0.999393105506897,tiktok
mark,negative,0.42967498302459717,tiktok
dipake buat bancak proyek kue giveaway jabat buzzer kuasa nanam jagung amp singkong fasilitas jabat cashback proyek bayar utang mega proyek gagal bikin website coretax dakjal ngaco bagaimana mau narik duit lebih banyak ohh iya undertable transaction,negative,0.9615749716758728,twitter
sidi coretax kpk jalan transparan bikin yakin sistem hukum lebih bersih komitmenkpk,positive,0.6445456147193909,twitter
satset banget langsung jadi awal ragu karna takut nyata alhamdulillah percaya amanah,positive,0.9978783130645752,tiktok
macam lagu renung dengerin tiap hari hela nafas buka website coretax,neutral,0.9949281215667725,twitter
halo kak mau tanya januari kemarin buat npwp online lalu website coretax apa perlu datang kpp mohon efin online kak terima kasih,neutral,0.994809627532959,twitter
pak purbaya tepuk jidat liat,negative,0.5304959416389465,tiktok
capek bgttt nang coretax error ahu error ngehambat kerja bgtt meanwhile kejar kejar klien amp deadline lebaran sadar bgtt kerja stress free kalau stres gegara website perintah busuk gin ken ngamuk rasa,negative,0.9995062351226807,twitter
tahun ajar brevet tuju biar paham alur pajak dasar makanya abs jujur setting hasil kena pajak ato meminimalisir cara elegan legal,neutral,0.4865117073059082,tiktok
cuma masuk halaman login doang login yaa rdp gitu kalau masuk rdp maahh yaa wasalam post cuma halaman login,negative,0.9826562404632568,tiktok
info jebol kalau cuma halaman login buat apa memang cegah masalah tpi progress brooo apresiasi lahh jangan cuma kritik mulu,negative,0.9341158866882324,tiktok
aktivasi suami punya npwp asn baik non aktif npwp bgmn,neutral,0.9538218975067139,tiktok
kalau integrasi semua harus servernya sesuai kalau besar akhir loading mulu,negative,0.9975384473800659,tiktok
apa bayar langgan biar website coretax lancar,neutral,0.9943607449531555,twitter
mintak uang pusing,negative,0.9982713460922241,tiktok
sangat tuju waktu pindah coretax kirain lebih mudah lebih sederhana nyata jauh lebih sulit lebih rumit website penuh error sangat kesal terus perintah keluh patuh orang bayar pajak lha patuh bayar sulit,negative,0.9993178844451904,twitter
giat sosialisasi core tax administration system coretax laku kantor layan suluh konsultasi paja kpkp libat bagai aktivitas tuju wajib pajak bendaharawan aparatur sipil negara asn negara asn,neutral,0.9983537197113037,twitter
sosialisasi coretax error coba baru akses tipikal aplikasi perintah,neutral,0.9990512728691101,twitter
cape bat,negative,0.9987961053848267,tiktok
situs resmi coretax djp cuma satu bukan pakai akhir com domain domain aneh lain,negative,0.9114396572113037,twitter
tebak berapa duit turun tim dev wkwk,neutral,0.5684137344360352,tiktok
biaya baik butuh tambah koh,neutral,0.9795795679092407,tiktok
november ber apa ama ramai aktivasi akun coretax yuk kawanpajak informasi lengkap kawanpajak cek aktivasi akun coretax urus pajak makin relax,neutral,0.9494843482971191,twitter
triliun loading time seconds wkwkwkwk,negative,0.9955062866210938,tiktok
kendala verifikasi terus muncul,neutral,0.5031149983406067,tiktok
barangkali banyak sekali bingung buat npwp syarat lamar kerja website ereg pajak tutup buka jasa buat npwp lalu coretax sesuai regulasi pajakri tentu pic zonajajan zonauang zona,neutral,0.9948188662528992,twitter
web dev xampp ngakak,positive,0.6440846920013428,tiktok
makasih kak nggk perlu nunggu lama selesai,positive,0.9693312048912048,tiktok
kpp pratama bekas utara buka kelas pajak coretax laksana hari senin institut stiami bekas kawanpajak segera laku aktivasi akun wajib pajak kode otorisasi sertifikat digital coretax urus pajak makin relax,neutral,0.9965019226074219,twitter
akhir pajak ribet sistem makin modern jadi perlu pusing urus,positive,0.938606321811676,tiktok
kamis tim kpp pratama tanjung redeb hadir udang kait sosialisasi mungut potong pajak era coretax rangka kelola dana hasil dbh kabupaten malinau,neutral,0.9987236857414246,twitter
halo min kalau mau akses web djp situs web apa sekarang mana kak soal mau download file pajak tahun coretax terima kasih,neutral,0.9322025179862976,twitter
coretax jelassssss website digitalisasi harus mudah bukan cuman gimmick teknologi semata,positive,0.5236998796463013,twitter
deepseek miliar triliun hasil kek sampah,negative,0.9992896318435669,tiktok
suka sama sungkar soal demen makan nasi bebek bumbu item plumpang deket rumah wkwk kalau meme day suka memenya dowoon enih soal pas banget ekpresi buru in ngerjain coretax tbtb website down eror,positive,0.9836154580116272,twitter
bikin keluar cara cepetnya gas anjirr cape banget input satu per item banyak banget coretax babi,negative,0.9987209439277649,twitter
periksa dana coretax hari tiap pagi sampe sore gabisa impersonate eror tiap hari baru akses malem hari itu jamin dana besar bikin aplikasi kyk canda sangat sangat rugi,negative,0.9993659853935242,twitter
ajar sama system nalaysia,negative,0.99310302734375,tiktok
sendiri bang,positive,0.8007075786590576,tiktok
halaman login sila isi username password captcha sesuai lanjut klik tombol login jangan tekan tombol enter akses coretax kakak laku langkah ikut,neutral,0.9973461627960205,twitter
corestress,negative,0.992957592010498,tiktok
jangan buru jadi coretax superapps pajak know migrasi proses kalau misal sistem lama msih lebih optimal banting apps coba perlahan kan apps lain kembang mulai hulu stlah optimal hilir,negative,0.6547574996948242,tiktok
kalau tau email sama gimna kak soal daftarin kaya usaha tempat kerja,neutral,0.9386709928512573,tiktok
enak enak pake ereg malah pake coretax buat gila pas bagi milih titik lokasi,positive,0.828812301158905,twitter
baru pusing gara masuk website coretax kasih kuis kalian bagaimana cara masuk andai punya akun website pajak lama djponline sekarang masuk website baru data lama apa laku buat akun,negative,0.9855432510375977,twitter
coretax akhir tahun banyak buka nang,neutral,0.9787828922271729,twitter
sbg guna coretax fuck coretax fak lah anyinggggg,negative,0.9870376586914062,twitter
swa bang sama nambah istri baru terus beli mobil lgi,neutral,0.9808787107467651,tiktok
lah milih kemarin kan bang,positive,0.9954272508621216,tiktok
ngestuck map bagaimana solusi kak,negative,0.9934402108192444,tiktok
hai kak mohon maaf atas ketidaknyamanannya kakak maksud website coretax iya sila serta tangkap layar atas kendala alami kak perlu informasi daftar npwp akses lalu sistem coretax laman,neutral,0.9892921447753906,twitter
bro terlalu jelas,negative,0.9989500641822815,tiktok
pernah ganti silang terus,negative,0.9160504341125488,tiktok
baru coretax sistem aplikasi lain,neutral,0.784470796585083,tiktok
bro niat pindah negara,negative,0.9921200275421143,tiktok
bikin website coretax siapa anjing mau input kode hasil kolom kecil banget susah nyarinya babikkkk,negative,0.9942378997802734,twitter
xixixixi orang asing kok malah gagal bikin aplikasi negara kok,negative,0.9992784857749939,tiktok
pusing ama lodingny lama bnr input datany jadiny lama,negative,0.9991023540496826,tiktok
fakta,positive,0.9715913534164429,tiktok
bukan server asli milik djp provider publik net sewa aws pakein nama server fbi scan sendiri shodan terus bikin narasi bobol fbi,negative,0.9726516604423523,tiktok
