cleaned_text,sentiment,sentiment_score,source,text,date,rating
tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,neutral,0.9964708089828492,twitter,tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,,
bayangin bayar pajak lapor,negative,0.995583951473236,tiktok,bayangin bayar pajak lapor,,
"server gangguan terus,lemot,kebanyakan di korup",,,play_store,"server gangguan terus,lemot,kebanyakan di korup",2025-04-02 12:30:33,1.0
memang coretax bikin gereget suka errorr eee,negative,0.9982308745384216,tiktok,memang coretax bikin gereget suka errorr eee,,
malesss malesss malesss prok prok prok,negative,0.9993688464164734,tiktok,malesss malesss malesss prok prok prok,,
pake cpanel awal banget ajar dulu,positive,0.5473324656486511,tiktok,pake cpanel awal banget ajar dulu,,
hai kak ubah lalu akun djp online kakak aju ubah data upa email lalu coretax kpp daftar kring pajak telepon layan livechat website,neutral,0.9983493089675904,twitter,hai kak ubah lalu akun djp online kakak aju ubah data upa email lalu coretax kpp daftar kring pajak telepon layan livechat website,,
"kayanya ini dompleng nama lg doank tendernya, sebenarnya di subkon lagi ke orang lain.",,,youtube,"Kayanya ini dompleng nama LG doank tendernya, sebenarnya di subkon lagi ke orang lain.",2025-11-04,
gin harus coretax indonesia raya,negative,0.917611598968506,twitter,gin harus coretax indonesia raya,,
rakabuming,neutral,0.9984704852104188,tiktok,rakabuming,,
harus perintah cari solusi aplikasi selesai segera bulat kecuali,negative,0.644338071346283,tiktok,harus perintah cari solusi aplikasi selesai segera bulat kecuali,,
mewakiliiii,negative,0.993117094039917,tiktok,mewakiliiii,,
apk gak jelas menunggu notif verifikasi bisa sampe berjam jam,,,play_store,apk gak jelas menunggu notif verifikasi bisa sampe berjam jam,2025-02-28 01:41:45,1.0
ngurus coretax bingung ngurus takut susah pas ntar lapor pajak anjir lah,negative,0.9988013505935668,twitter,ngurus coretax bingung ngurus takut susah pas ntar lapor pajak anjir lah,,
hosting servernya server murah,positive,0.6946463584899902,tiktok,hosting servernya server murah,,
ok,,,play_store,ok,2025-08-23 11:10:46,5.0
haloo mau buat billing bayar pph final umkm lalu website djp ubah migrasi coretax,neutral,0.9985130429267884,twitter,haloo mau buat billing bayar pph final umkm lalu website djp ubah migrasi coretax,,
"lu belum nyoba dan menjalankan coretax sebagai tax di corporate gimana rasanya program dengan harga 1,3 t itu.... kami dan komunitas tax officer merasakan bro...",,,youtube,"@tokokuchiki874 lu belum nyoba dan menjalankan coretax sebagai tax di corporate gimana rasanya program dengan harga 1,3 T  itu.... Kami dan komunitas tax officer merasakan bro...",2025-11-04,
langkah komitmenkpk coretax gebrak harap publik masa depan korupsi,neutral,0.9431234002113342,twitter,langkah komitmenkpk coretax gebrak harap publik masa depan korupsi,,
mungkin bagi buat sedekah anak jabat,neutral,0.9218378067016602,tiktok,mungkin bagi buat sedekah anak jabat,,
ngeluarin dana banyak buat coretax sistem siap tipikal orang orang kerja kontol,negative,0.99943608045578,twitter,ngeluarin dana banyak buat coretax sistem siap tipikal orang orang kerja kontol,,
buka website lot,negative,0.9990190267562866,tiktok,buka website lot,,
"woy yang bener aja, udahmah verifikasi pake pulsa, mana data geometrisnya kaga muncul, apk pemerintah kek ampas semua anjir shibaallllll benerin dulu semua ini bikin stress aja bukan mempermudah😒",,,play_store,"WOY YANG BENER AJA, UDAHMAH VERIFIKASI PAKE PULSA, MANA DATA GEOMETRISNYA KAGA MUNCUL, APK PEMERINTAH KEK AMPAS SEMUA ANJIR SHIBAALLLLLL BENERIN DULU SEMUA INI BIKIN STRESS AJA BUKAN MEMPERMUDAH😒",2025-10-18 02:55:53,1.0
bang bahas website ojk untuk aplikasi idebku dong. kesel banget kalau mau cek slik ojk karena kecepatannya lemot banget dan udah gitu kalau masukin captcha nya suka error. selain itu kalau upload foto identitas suka error dan harus upload berkali-kali,,,youtube,@davidalfasunarma bang bahas website OJK untuk aplikasi idebku dong. Kesel banget kalau mau cek SLIK OJK karena kecepatannya lemot banget dan udah gitu kalau masukin captcha nya suka error. Selain itu kalau upload foto identitas suka error dan harus upload berkali-kali,2025-11-11,
aplikasi yang sangat membantu,,,play_store,aplikasi yang sangat membantu,2025-03-28 06:27:31,5.0
sering lihat kmu bro bulan romadhon salam varren,neutral,0.6990193724632263,tiktok,sering lihat kmu bro bulan romadhon salam varren,,
buzzer dia mas,,,youtube, @davidalfasunarna  buzzer dia mas,2025-11-04,
gara coretax krjaan jdi numpuk,negative,0.9966723918914796,tiktok,gara coretax krjaan jdi numpuk,,
bagaimana lah tengah biaya pakai buat rapat sisa buat booking hotel,negative,0.9928701519966124,tiktok,bagaimana lah tengah biaya pakai buat rapat sisa buat booking hotel,,
makasih coretax website sampah gin rilis mana korupsi wkwkwk nyusahin beneran nyusahin banget boong,negative,0.9990660548210144,twitter,makasih coretax website sampah gin rilis mana korupsi wkwkwk nyusahin beneran nyusahin banget boong,,
saking buru buru mau ngisi takut kena jebak batman oknum,negative,0.999091386795044,tiktok,saking buru buru mau ngisi takut kena jebak batman oknum,,
arti rakyat konoha kalau kerja pake azas asal bapak senang betul kata pak pur revolusi mental wujud,negative,0.9976396560668944,tiktok,arti rakyat konoha kalau kerja pake azas asal bapak senang betul kata pak pur revolusi mental wujud,,
laaaaah laaaah laaaaaaaaah mending bikin langsung kantor pajak,positive,0.8365892767906189,tiktok,laaaaah laaaah laaaaaaaaah mending bikin langsung kantor pajak,,
"ini relate, banyak situs pemerintahan yang pakai jaringan telkom dan lintas arta, susah diakes dari jaringan lain selain dari jaringan mereka.",,,youtube,"ini relate, banyak situs pemerintahan yang pakai jaringan telkom dan lintas arta, susah diakes dari jaringan lain selain dari jaringan mereka.",2025-11-04,
daftar coretax mungkin cowonya bingung cara daftar jadi cek youtube,neutral,0.970443844795227,twitter,daftar coretax mungkin cowonya bingung cara daftar jadi cek youtube,,
kalau bagaimana bang,negative,0.9981436729431152,tiktok,kalau bagaimana bang,,
aplikasi sangat lemot .. klo berhubungan dengan aplikasi instansi pemerintah pasti mslahnya lemot dan jga kebanyakan eror ..,,,play_store,Aplikasi sangat lemot .. Klo berhubungan dengan aplikasi instansi pemerintah pasti mslahnya lemot dan jga kebanyakan eror ..,2025-02-26 04:57:54,1.0
"buang buang dana negara, chat cs aja ga bisa",,,play_store,"Buang buang dana negara, chat cs aja ga bisa",2025-03-03 01:22:44,1.0
lha kan anggara bang,neutral,0.9954444169998168,tiktok,lha kan anggara bang,,
lah baru tau bro aplikasi perintah mana bener mana stabil coba sebutin rata semua harap maklum,negative,0.986333191394806,tiktok,lah baru tau bro aplikasi perintah mana bener mana stabil coba sebutin rata semua harap maklum,,
coretax telan dana hasil banyak bug padahal anggar pake paling berapa lain paling buat bancak bikin aplikasi mirip deksek rencana anggar bancak jamaah hasil zonk,negative,0.9986683130264282,twitter,coretax telan dana hasil banyak bug padahal anggar pake paling berapa lain paling buat bancak bikin aplikasi mirip deksek rencana anggar bancak jamaah hasil zonk,,
mau loginnya aja susah otp lama udah 5 jam nunggu juga sama aja,,,play_store,Mau loginnya aja susah OTP lama udah 5 jam nunggu juga sama aja,2025-02-25 05:17:13,1.0
sangat membantu untuk lebih mudah pengisiann nya,,,play_store,Sangat membantu untuk lebih mudah pengisiann nya,2025-02-18 08:55:56,5.0
pernah ganti silang terus,negative,0.9160504341125488,tiktok,pernah ganti silang terus,,
hai kak mohon maaf atas ketidaknyamanannya kendala apabila alami kendala mohon coba laku ikut akses website coretax,neutral,0.9893192648887634,twitter,hai kak mohon maaf atas ketidaknyamanannya kendala apabila alami kendala mohon coba laku ikut akses website coretax,,
pilih registrasi guna registrasi coretax aktivasi nik npwp guna orang pribadi penuh syarat subjektif objektif bagaimana atur atur undang undang paja,neutral,0.9921270608901978,twitter,pilih registrasi guna registrasi coretax aktivasi nik npwp guna orang pribadi penuh syarat subjektif objektif bagaimana atur atur undang undang paja,,
wah parah aplikasinya,,,play_store,Wah parah aplikasinya,2025-01-03 07:42:10,1.0
penting sisa banyak buat fee,positive,0.8534484505653381,tiktok,penting sisa banyak buat fee,,
langit wkwkwkwk,negative,0.9793500304222108,tiktok,langit wkwkwkwk,,
nyampe vendor,negative,0.7313801050186157,tiktok,nyampe vendor,,
biaya jajan panitia mas mahal kan mesti bagi kantong,negative,0.8575333952903748,tiktok,biaya jajan panitia mas mahal kan mesti bagi kantong,,
tebak berapa sampe vendor masalah,negative,0.9978394508361816,tiktok,tebak berapa sampe vendor masalah,,
mau lapor pajak ajah susah nya,,,play_store,Mau lapor pajak ajah susah nya,2025-03-04 12:10:50,1.0
disclaimer badan umkm pilih tarif pasal coretax guna isi aplikasi coretax djp ubah tentu tarif laku sesuai atur,neutral,0.995772659778595,twitter,disclaimer badan umkm pilih tarif pasal coretax guna isi aplikasi coretax djp ubah tentu tarif laku sesuai atur,,
abang lupa mahal kan sini kan pajak,negative,0.992652416229248,tiktok,abang lupa mahal kan sini kan pajak,,
hai kak alamat website coretax umum kemudian kak tks adhn,neutral,0.986793577671051,twitter,hai kak alamat website coretax umum kemudian kak tks adhn,,
"​ anda betul😅,dan yg saya heran di kritik bknnya legowo eh malah nyolot😂😂😂😂😂",,,youtube,"​ @davidalfasunarna anda betul😅,dan yg saya heran di kritik bknnya legowo eh malah nyolot😂😂😂😂😂",2025-11-04,
dah konoha memang gelap gelap,negative,0.9989362359046936,tiktok,dah konoha memang gelap gelap,,
kek anak magang suruh bikin web,negative,0.966887891292572,tiktok,kek anak magang suruh bikin web,,
kak bikin berapa kaya reizukaari,neutral,0.974528968334198,tiktok,kak bikin berapa kaya reizukaari,,
telkom lagi... sigma pula 😂😂😂😂😂 server... makek window... aku aja liat orang makek ubuntu server sekelas negara aja ketawa... la ini windows.. minimal redhatlahhhhh,,,youtube,"Telkom lagi... 
sigma pula 
😂😂😂😂😂


server...
makek window...

aku aja liat orang makek ubuntu server sekelas negara aja ketawa... la ini windows..
minimal redhatlahhhhh",2025-11-04,
mulai pindah aplikasi djponline coretax remembered how troublesome djponline dulu and took most time cuma buat lapor website sebut terus semua settle integrasi even knew most the tools,positive,0.660516619682312,twitter,mulai pindah aplikasi djponline coretax remembered how troublesome djponline dulu and took most time cuma buat lapor website sebut terus semua settle integrasi even knew most the tools,,
milyar rupiah,positive,0.98147451877594,tiktok,milyar rupiah,,
min aktivasi akun coretax,neutral,0.971140444278717,twitter,min aktivasi akun coretax,,
noh ripiu,negative,0.967651665210724,tiktok,noh ripiu,,
phpmyadmin bukan database bang dbms,negative,0.9963499307632446,tiktok,phpmyadmin bukan database bang dbms,,
web apk kait sama perintah tuh napa kek yak bikin kek mana,negative,0.9986703395843506,tiktok,web apk kait sama perintah tuh napa kek yak bikin kek mana,,
mending bikin blogspot,negative,0.9972338080406188,tiktok,mending bikin blogspot,,
benerr anak magang suka kena semprott orang grgr coretax mana grgr puasa,negative,0.9875075221061708,tiktok,benerr anak magang suka kena semprott orang grgr coretax mana grgr puasa,,
kalau hapal gratis pajak umur hidup tanya nada dering iphone pro max,neutral,0.9881854057312012,tiktok,kalau hapal gratis pajak umur hidup tanya nada dering iphone pro max,,
triliun triliun buat meeting transportasi buat aplikasi,positive,0.5369448661804199,tiktok,triliun triliun buat meeting transportasi buat aplikasi,,
kayak coretax pake kodingan anak magang perintah,negative,0.9373117089271544,tiktok,kayak coretax pake kodingan anak magang perintah,,
mim pasang microtic ngasal,negative,0.9152162075042723,tiktok,mim pasang microtic ngasal,,
hai kak kakak maskud mohon cabut kukuh pkp iya mohon cabut kukuh pkp laku lalu laman coretax aju langsung lalu pos usaha jasa ekspedisi jasa kurir kpp,neutral,0.9924099445343018,twitter,hai kak kakak maskud mohon cabut kukuh pkp iya mohon cabut kukuh pkp laku lalu laman coretax aju langsung lalu pos usaha jasa ekspedisi jasa kurir kpp,,
"aplikasi berbahaya, sering eror & tdk berguna, gampang disalah gunakan oknum yang mencuri data pribadi untuk penipuan.",,,play_store,"aplikasi berbahaya, sering eror & tdk berguna, gampang disalah gunakan oknum yang mencuri data pribadi untuk penipuan.",2025-09-10 06:11:54,1.0
sampe sakit karna begadang terus nyoba input coretax karna bagi tax kantor,negative,0.8869906067848206,tiktok,sampe sakit karna begadang terus nyoba input coretax karna bagi tax kantor,,
"pajak ngambilin uang rakyat.... rakyat yg bayar pajak malah rakyat juga yg hrus lapor pajak... konsepnya gimana ini.. pajak thr potongnya gila""n gede bangt",,,play_store,"pajak ngambilin uang rakyat.... rakyat yg bayar pajak malah rakyat juga yg hrus lapor pajak... konsepnya gimana ini.. pajak THR potongnya gila""n gede bangt",2025-03-18 10:11:46,1.0
yaaah tang orang saintek dana jadi deepseek tangan akuntan birokrat jadi coretax simpul sendiri lah negeri terlalu banyak orang orang manajemen orang orang soshum ngurus mangkanya yaaa gitu gitu text boox,negative,0.9980002045631408,twitter,yaaah tang orang saintek dana jadi deepseek tangan akuntan birokrat jadi coretax simpul sendiri lah negeri terlalu banyak orang orang manajemen orang orang soshum ngurus mangkanya yaaa gitu gitu text boox,,
lalu giat edukasi monitoring damping teknis bendahara desa camat kalibening tim awas sama dwi darmawan beri bina langsung kait guna aplikasi coretax mulai aktivasi akun hingga lapor pajak,neutral,0.9982494115829468,twitter,lalu giat edukasi monitoring damping teknis bendahara desa camat kalibening tim awas sama dwi darmawan beri bina langsung kait guna aplikasi coretax mulai aktivasi akun hingga lapor pajak,,
2045 indonesia jadi negara apa bang ?,,,youtube,2045 Indonesia jadi negara apa bang ?,2025-11-04,
dana buat sisten coretax kualitas busuk masak tiap login djp kode otp terus mau buka coretax selalu down error harus kemenkeu dirjen pajak kalau punya moral mundur diri,negative,0.9991769194602966,twitter,dana buat sisten coretax kualitas busuk masak tiap login djp kode otp terus mau buka coretax selalu down error harus kemenkeu dirjen pajak kalau punya moral mundur diri,,
bikin app bukannya mempermudah malah bikin susah. login aja gabisa,,,play_store,bikin app bukannya mempermudah malah bikin susah. login aja gabisa,2025-09-23 00:55:03,1.0
"udah dikirim detail alamat kok tetep salah itu gimana eror mulu websitenya tolong diperbaiki, mau buat npwp kok dipersulit ini gimana coba",,,play_store,"udah dikirim detail alamat kok tetep salah itu gimana eror Mulu websitenya tolong diperbaiki, mau buat npwp kok dipersulit ini gimana coba",2025-10-29 06:24:33,1.0
kata dana apbn cair selesai coret,negative,0.7188754081726074,tiktok,kata dana apbn cair selesai coret,,
sangat membantu dan tidak ribet,,,play_store,sangat membantu dan tidak ribet,2025-03-18 03:12:10,5.0
masuk developer sampe tengah,negative,0.995538890361786,tiktok,masuk developer sampe tengah,,
akses coretax saran coba langkah ikut clear cache amp cookies browser guna private incognito window guna browser perangkat beda coba kala,negative,0.5864044427871704,twitter,akses coretax saran coba langkah ikut clear cache amp cookies browser guna private incognito window guna browser perangkat beda coba kala,,
aplikasi tolol..gk bisa di gunakan..error mulu,,,play_store,aplikasi tolol..GK bisa di gunakan..error mulu,2025-05-28 15:06:01,1.0
tebak berapa anggar buat video,neutral,0.957147479057312,tiktok,tebak berapa anggar buat video,,
tuju bang kalau sistem siap mending jangan release dulu,negative,0.6457706093788147,tiktok,tuju bang kalau sistem siap mending jangan release dulu,,
coretax gembor canggih sekarang input susah parah,negative,0.9991821646690368,tiktok,coretax gembor canggih sekarang input susah parah,,
terus suruh ngapain ngerjain coretax,negative,0.9992051720619202,twitter,terus suruh ngapain ngerjain coretax,,
tuju bang kalau sistem siap mending jangan release dulu,negative,0.6457706093788147,tiktok,tuju bang kalau sistem siap mending jangan release dulu,,
pak purbaya ...liat dong😮,,,youtube,Pak purbaya ...liat dong😮,2025-11-04,
muncul konsep masa ppn terbit coretax lawan transaksi muncul daftar keluar terbit kakak hubung helpdesk kpp telepon kring pajak live chat buat tiket melati,neutral,0.9983684420585632,twitter,muncul konsep masa ppn terbit coretax lawan transaksi muncul daftar keluar terbit kakak hubung helpdesk kpp telepon kring pajak live chat buat tiket melati,,
kumpulin seluruh indonesia suruh tuh bahas coretax rumit apa sampe kena asam lambung sistem ter gila kerja bikin emosi darting,negative,0.997365176677704,tiktok,kumpulin seluruh indonesia suruh tuh bahas coretax rumit apa sampe kena asam lambung sistem ter gila kerja bikin emosi darting,,
urgensi perintah ganti faktur coretax apaansi ajg nyusahin banget najis ganti sistem bukan makin bagus malah makin bobrok liat banget sistem dana banyak korupsi semua serba manual buat distributor faktur banyak sangat nyusahin,negative,0.9994489550590516,twitter,urgensi perintah ganti faktur coretax apaansi ajg nyusahin banget najis ganti sistem bukan makin bagus malah makin bobrok liat banget sistem dana banyak korupsi semua serba manual buat distributor faktur banyak sangat nyusahin,,
"bongkar aja ga sih kontraknya, curiga.. wkkwkwkwk",,,youtube,"bongkar aja ga sih kontraknya, curiga.. wkkwkwkwk",2025-11-11,
mark,negative,0.4296749830245971,tiktok,mark,,
buat apa,negative,0.9479528069496156,tiktok,buat apa,,
menteri kata pernah bank dunia terlalu dampak nyata,negative,0.9775490164756776,tiktok,menteri kata pernah bank dunia terlalu dampak nyata,,
bayar ebiling bulan januari muncul pilih tahun pdhal thun maren aman apa pengaruh lapor,negative,0.5245625972747803,tiktok,bayar ebiling bulan januari muncul pilih tahun pdhal thun maren aman apa pengaruh lapor,,
kok pajak gin sistem mas,negative,0.9972196817398072,tiktok,kok pajak gin sistem mas,,
apk apaan si ini serba serbi eror!!,,,play_store,Apk apaan si ini serba serbi eror!!,2025-01-20 10:29:04,1.0
meanwhile coretax butuh dana server cuma dipake staff pajak seindo bwusuk naudzubillah,negative,0.9929766058921814,twitter,meanwhile coretax butuh dana server cuma dipake staff pajak seindo bwusuk naudzubillah,,
semua nyublek satu aplikasi website sekarang kantor pake khusus buat coretax biar ganggu kerja,neutral,0.6419642567634583,twitter,semua nyublek satu aplikasi website sekarang kantor pake khusus buat coretax biar ganggu kerja,,
"kode verifikasinya lambat masuk, lemot",,,play_store,"Kode verifikasinya lambat masuk, lemot",2025-02-27 06:06:21,2.0
kan pegang desember,neutral,0.9772809147834778,tiktok,kan pegang desember,,
kak email sama lupa bagaimana yaa,neutral,0.9755740165710448,tiktok,kak email sama lupa bagaimana yaa,,
wajib masuk websitenya gabisa akses yeuu kocak coretax website anggar triliun akses susah,negative,0.9973925352096558,twitter,wajib masuk websitenya gabisa akses yeuu kocak coretax website anggar triliun akses susah,,
bang coba bahas mangkas anggar seluruh bumi nyari bahas ketemu penasaran,negative,0.9478582143783568,tiktok,bang coba bahas mangkas anggar seluruh bumi nyari bahas ketemu penasaran,,
tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,neutral,0.9964708089828492,twitter,tangkap layar tunjuk tulis server coretax layar login sistem windows komputer salah satu akun user guna nama server coretax,,
banyak comen aplikasi tpi mreka kaya mau benah,negative,0.9975754618644714,tiktok,banyak comen aplikasi tpi mreka kaya mau benah,,
sangat bagus dan membantu,,,play_store,Sangat bagus dan membantu,2025-01-17 02:56:20,5.0
cuma mau ngasih tau ini aplikasi nya bukan aplikasi resmi hati-hati karna bisa retas hp kalian,,,play_store,cuma mau ngasih tau ini aplikasi nya bukan aplikasi resmi hati-hati karna bisa retas hp kalian,2025-05-19 09:59:42,1.0
kemenag jembrana siap kuat kompetensi bendahara lalu suluh coretax lengkap kemenagjembrana kpppratamanegara coretax tertibadministrasi pelayananprima sinergilintasinstansi,neutral,0.990644097328186,twitter,kemenag jembrana siap kuat kompetensi bendahara lalu suluh coretax lengkap kemenagjembrana kpppratamanegara coretax tertibadministrasi pelayananprima sinergilintasinstansi,,
gua mau login minta kode verifikasi dapet dapet,negative,0.9218032956123352,tiktok,gua mau login minta kode verifikasi dapet dapet,,
semoga bpk lihat video ini. bang david smga di reklut jadi team dalam membenahi.,,,youtube,"@purbaya semoga bpk lihat video ini.
Bang david smga di reklut jadi team dalam membenahi.",2025-11-04,
mungkin permintaannya untuk 1000 org😅,,,youtube,Mungkin permintaannya untuk 1000 org😅,2025-11-04,
total sama dana kantong wkwkwk jangan cuma tuh biaya bikin,negative,0.9756259918212892,tiktok,total sama dana kantong wkwkwk jangan cuma tuh biaya bikin,,
okebaik,,,play_store,okebaik,2025-09-18 11:21:14,5.0
bodoh karna tidak tau itu hal wajar tapi itu manusia udah ke runut anti-intellectual bang david. mereka mau dibalas apapun secara dasar teknis atau basis ke ilmuan pun manusia-manusia kera seperti itu bakal tetap berisik.,,,youtube, @davidalfasunarna  bodoh karna tidak tau itu hal wajar tapi itu manusia udah ke runut anti-intellectual bang david. mereka mau dibalas apapun secara dasar teknis atau basis ke ilmuan pun manusia-manusia kera seperti itu bakal tetap berisik.,2025-11-04,
desain kok beres sampe sekarang,negative,0.997276246547699,tiktok,desain kok beres sampe sekarang,,
open buat npwp affiliate shopee alih hak jual beli syarat lamar kerja lengkap dokumen kerja lengkap dokumen bank langsung nomor bio yaa fee akhir npwp terbit data secured npwp coretax zonauang,neutral,0.998097002506256,twitter,open buat npwp affiliate shopee alih hak jual beli syarat lamar kerja lengkap dokumen kerja lengkap dokumen bank langsung nomor bio yaa fee akhir npwp terbit data secured npwp coretax zonauang,,
sini gua bikinin gausah kasih apa apa gua,negative,0.9944638609886168,tiktok,sini gua bikinin gausah kasih apa apa gua,,
ilang gitu cuma rahasia umum lah alir dana,negative,0.996976375579834,tiktok,ilang gitu cuma rahasia umum lah alir dana,,
sosialisasi coretax error coba baru akses tipikal aplikasi perintah,neutral,0.99905127286911,twitter,sosialisasi coretax error coba baru akses tipikal aplikasi perintah,,
aju nppn aju lalu coretax lalu menu layan wajib pajak layan administrasi buat mohon layan administrasi pemberitahuan guna nppn,neutral,0.9988657236099244,twitter,aju nppn aju lalu coretax lalu menu layan wajib pajak layan administrasi buat mohon layan administrasi pemberitahuan guna nppn,,
sengaja bair jsa calo,negative,0.995518147945404,tiktok,sengaja bair jsa calo,,
orang pajak sosialisasi bilang tanya bpk simpan dulu nnti tanya atas kocak banget bilang baru ajar ada temu tema sosialisasi ndeh,negative,0.7611640691757202,tiktok,orang pajak sosialisasi bilang tanya bpk simpan dulu nnti tanya atas kocak banget bilang baru ajar ada temu tema sosialisasi ndeh,,
tidak berguna,,,play_store,tidak berguna,2025-09-14 13:32:09,1.0
njirr kira anak muda sekarang paham sekarang meski kuliah paham,negative,0.9993340373039246,tiktok,njirr kira anak muda sekarang paham sekarang meski kuliah paham,,
saya sudah mengitim kode npwp yamg dikirim lewat email tetapi belum dapat balasan dari pihak email djp tolong di proses admin jangan mempersulit saya,,,play_store,Saya sudah mengitim kode npwp yamg dikirim lewat email tetapi belum dapat balasan dari pihak email djp Tolong di proses admin jangan mempersulit saya,2025-11-23 01:59:26,2.0
dipaksa baye pajak dinegara yg kocak minim digital.. anyinh,,,play_store,dipaksa baye pajak dinegara yg kocak minim digital.. anyinh,2025-09-15 11:04:04,1.0
sperti biasa lah bang jangan heran beli alat tulis kantor triliun,positive,0.977179229259491,tiktok,sperti biasa lah bang jangan heran beli alat tulis kantor triliun,,
saya berikan 4 🔯 dulu karena baru awal saya pakai aplikasi ini,,,play_store,saya berikan 4 🔯 dulu karena baru awal saya pakai aplikasi ini,2025-02-07 03:32:02,4.0
website sampah coretax sok fitur impersonate misal ttd betul direktur pas akses coretax lot minta ampun betul direktur wna apa malu kalian punya website sampah gin,negative,0.9987680315971376,twitter,website sampah coretax sok fitur impersonate misal ttd betul direktur pas akses coretax lot minta ampun betul direktur wna apa malu kalian punya website sampah gin,,
lapor semua pajak pintu tadi kan pencar desktop amp website sekarang web coretax big plan ken ngesync transaksi bank kek negara maju boro boro nah baru rilis buka mulu nanti lapor pajak pribadi situ,negative,0.9844293594360352,twitter,lapor semua pajak pintu tadi kan pencar desktop amp website sekarang web coretax big plan ken ngesync transaksi bank kek negara maju boro boro nah baru rilis buka mulu nanti lapor pajak pribadi situ,,
coretax bikin darah tinggi rambut rontok websitenya muter,negative,0.996797502040863,tiktok,coretax bikin darah tinggi rambut rontok websitenya muter,,
aplikasi rusak,,,play_store,Aplikasi rusak,2025-05-27 02:40:10,1.0
mungkin saat pensiun ganti lebih melek teknologi,negative,0.5841900110244751,tiktok,mungkin saat pensiun ganti lebih melek teknologi,,
"tidak berguna, mahal doang jelek apkny",,,play_store,"tidak berguna, mahal doang jelek apkny",2025-06-11 16:20:47,1.0
aplikasi budget bagus beud wkwkkwke,positive,0.967585265636444,tiktok,aplikasi budget bagus beud wkwkkwke,,
aplikasi tidak berguna,,,play_store,aplikasi tidak berguna,2025-06-16 10:08:15,1.0
mantan dev pernah garap projek perintah uda paham masalah apa,neutral,0.98311847448349,tiktok,mantan dev pernah garap projek perintah uda paham masalah apa,,
"payah pelayanan chat tunggu 30 hari kerja baru bales lama banget . sekalinya terhubung tidak membantu sama sekali, lebih menyerahkan masalah itu kembali pada pelanggan. shame on you;!!",,,play_store,"payah pelayanan chat tunggu 30 hari kerja baru bales lama banget . sekalinya terhubung tidak membantu sama sekali, lebih menyerahkan masalah itu kembali pada pelanggan. shame on you;!!",2025-07-09 02:24:26,1.0
aplikasi cacat,,,play_store,aplikasi cacat,2025-11-03 11:35:14,1.0
mau ngomongin bobrok negeri habis bro,negative,0.9992098808288574,tiktok,mau ngomongin bobrok negeri habis bro,,
website coretax kakk,neutral,0.9769155979156494,twitter,website coretax kakk,,
ada benernya juga 😂,,,youtube,Ada benernya juga 😂,2025-11-04,
coretax buat kacau,negative,0.9994402527809144,tiktok,coretax buat kacau,,
kalau lps bang kan jagoanya pak pur,positive,0.8798354268074036,tiktok,kalau lps bang kan jagoanya pak pur,,
dlu pernah dftr npwp tahun alamat ktp jakarta sekarang lampung ubah alamat bagaimana yaa,neutral,0.9852085113525392,tiktok,dlu pernah dftr npwp tahun alamat ktp jakarta sekarang lampung ubah alamat bagaimana yaa,,
waduh pakai default bawan sistem tanpa diganti 😮,,,youtube,Waduh pakai default bawan sistem tanpa diganti 😮,2025-11-04,
alas anynoumus programer lai urus perintah know your mind dude,negative,0.9920966625213624,tiktok,alas anynoumus programer lai urus perintah know your mind dude,,
jenderal pajak,positive,0.9230191111564636,tiktok,jenderal pajak,,
hai kawan pajak wajib pajak badan pasti pilih tarif pajak sesuai isi tahun pph badan aplikasi coretax djp pilih tarif tepat bantu pasti lapor jalan akurat sesuai tentu,neutral,0.9902650117874146,twitter,hai kawan pajak wajib pajak badan pasti pilih tarif pajak sesuai isi tahun pph badan aplikasi coretax djp pilih tarif tepat bantu pasti lapor jalan akurat sesuai tentu,,
salah satu sebab apa apbn tekor apa terima pajak sesuai harap apa gha minat usut coretax buah sistem buat pake dana apbn trilyun bukan bikin pjk tingkat malah tekor pjk tekor apbn tekor ihsg ambrol amsyong,negative,0.9963983297348022,twitter,salah satu sebab apa apbn tekor apa terima pajak sesuai harap apa gha minat usut coretax buah sistem buat pake dana apbn trilyun bukan bikin pjk tingkat malah tekor pjk tekor apbn tekor ihsg ambrol amsyong,,
mau nyoba pentest takut tangkep wowkwkkwkw,negative,0.9985659718513488,tiktok,mau nyoba pentest takut tangkep wowkwkkwkw,,
aneh... tampilan kartu npwp di web dan aplikasi beda. diweb nmr krtu 15 dan 16 digit. diaplikasi hanya 15 digit,,,play_store,Aneh... tampilan kartu npwp di web dan aplikasi beda. Diweb nmr krtu 15 dan 16 digit. Diaplikasi hanya 15 digit,2025-01-21 12:57:53,4.0
akhirnya bisa dapat efin..,,,play_store,Akhirnya bisa dapat EFiN..,2025-02-15 23:49:52,5.0
usut,negative,0.9928767085075378,tiktok,usut,,
pak.purbaya.....ini mas david di ajak kerja sama ajak jadi tim sukses indonesia kaya bareng2..😊..,,,youtube,Pak.purbaya.....ini mas david di ajak kerja sama ajak jadi tim sukses Indonesia kaya bareng2..😊..,2025-11-04,
