"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"WAAAH AKU KAGET","1","0","2025-02-10T00:28:55.000Z","caleeehodlcrew","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","6903075996841460738","7469580616432239368","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d6c833a5094cbf9c1884517cea0f0cc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e98cab35&x-expires=1764061200&x-signature=KpkIAnfWgpmzHHIY9FMk3xL0zBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"1.3 triliun untuk di bagi-bagi 😁","3","0","2025-02-08T20:43:32.000Z","engineer_moba","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","7194789852415034395","7469151537991615239","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fbe5bebd416286881af70e8f401cf662~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79a122af&x-expires=1764061200&x-signature=brDDI3Ncl6nxyftPh1QvHBpU2m8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cape bat","0","0","2025-10-02T09:47:15.000Z","itskiddoshere","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6815871194467238914","7556558672958489345","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/226718bd2c294ca1c4ded6fddfcbc120~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8a87b2b8&x-expires=1764061200&x-signature=j6cgLo0nNNlxSxIUHENOztmKQ3g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"ini gk ada yang mampir gara2 coretax","0","0","2025-10-25T08:36:27.000Z","chu__huan","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6946841665387168769","7565075402118759186","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4c252ec222d615051005ebf65ca72b66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1ca04301&x-expires=1764061200&x-signature=vxPas0udZyChAAbCIX39DMYnEUQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"sistem ABS ini kira2 bisa hilang gak sih🤣","0","0","2025-09-23T13:35:44.000Z","idafasa7","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6552455036394831873","7553277804852331265","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ab27cb10c229cc152a39a4691d418ef3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a8484cf4&x-expires=1764061200&x-signature=2eBZ5xgtyQscOHSiutqhyWucySY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"efek ok gas ok gas😭","1","0","2025-02-13T13:12:07.000Z","_drylii","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7111230695531627522","7470890782389797633","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4bcec2b8b4a451b61b0165e201a1447c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9c7a8c26&x-expires=1764061200&x-signature=avVAPXh3TRs9d%2FSsppwcYRdd0Yk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"terbukti sekarang sama Menteri purbaya...ternyata cuman buatan selevel anak sma ...1, 3 T nya Raib entah syetan mana yg makan","0","0","2025-10-25T14:47:34.000Z","dso981","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7537236479493391378","7565171065727877906","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/413a96a4e3e9c80ef499453c9108bb44~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ea22f54e&x-expires=1764061200&x-signature=R142a9%2FBtlFQEnFox9uZZgYd4%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"😳banyak udah yg comen tentang aplikasi nya. tpi mreka kaya gk mau berbenah","0","0","2025-10-27T03:46:58.000Z","nekakj","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7086959664596911106","7565742979080930055","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/14b7c3a3c52274e5c4806b34368cf0f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5e7f38aa&x-expires=1764061200&x-signature=i6V008sCctzmNSZb9FOoKhigDNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"platform budegt 1.3T tapi akses nya harus sabar setebal skripsi dan berdoa dulu 7 hari 7 malam, baru tu flatfrom open... padahal kita mau ngasih setoran ke pemerintah, tapi knpa seolah olah kita sendiri yg harus berusaha terhadap si penerima,,","0","0","2025-09-20T02:26:45.000Z","ano_ryt","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7166830395437892609","7551992139665933063","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c1a9789a9863296a8d3eb020005c99b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=16ae3b8f&x-expires=1764061200&x-signature=rcnib9TEhRg40igxJsHVJfCr7j4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"up yokkk uppp","0","0","2025-09-12T12:41:46.000Z","vhier_6","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6565366457051627522","7549181967552955137","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c3d3952e70b54f444ab5ce82b8224861~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=099d08cc&x-expires=1764061200&x-signature=ESQruTv4Tgpd8GBNkcpT95TsJkg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2"
"😂😂😂😂😂 dh paham2 aj bg","0","1","2025-02-09T03:01:21.000Z","wiskysyarif","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","7365507244672926725","7469248998026674961","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/61a89a913750cce94dd9096a1b2c9f2d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea1055cf&x-expires=1764061200&x-signature=Krs4spxLfIK6FZ3AKQ%2BZC6gY2tc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ak bener2 penssaran 🥹 uangnya tuh kmana aja 🥹 plisss ak penasaram banget 😭😭😭","0","0","2025-03-31T11:19:52.000Z","karrrrr875","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7343596864518636549","7487931662921368375","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7386859430867763206~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1432c609&x-expires=1764061200&x-signature=7wpJWjDK%2F2FDxlAGBvf1uP94Rcw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Lu cerdas bang😎","0","0","2025-03-18T12:08:05.000Z","mass_biimo","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6522840709996609538","7483120008475263750","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/04b0c1bc0a549a94a02c0e7ce6ead656~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=03bc2432&x-expires=1764061200&x-signature=YZLaJawOyFFS5JKE11MCGTQQIhI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"makanya harusnya di uji dlu orang""nya bukan main pake orang dalam","0","1","2025-02-11T15:29:19.000Z","bangifan41","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6848781981095068673","7470183977149006609","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/729e14381117c797bfb67f1589e7731a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=878f9548&x-expires=1764061200&x-signature=nofI6W%2BFQTIJ5QhC3DxAC8BjLPo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kan coretax bukan cuma aplikasi, tapi buat alat komunikasi sama alien diluar galaxi bima sakti🥰🥰🥰","2","0","2025-01-31T17:43:45.000Z","rm.dsgn","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7165671459024159771","7466136663824958216","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d2b29b808da8356231e1163595f01a75~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=64113164&x-expires=1764061200&x-signature=lOqD7jZfHko3ubpy1Ydf%2F2xcsH4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"dah curiga korupsi nih tolong kpk di usut","1","0","2025-01-31T14:42:38.000Z","postopes","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7160762174279943174","7466090020743725841","https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/9a9817962750df73f7c703fad876cf96~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2cee9daa&x-expires=1764061200&x-signature=jYpw%2B6nMQOwKqIItGM3qRTwk0og%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gmn kementrian keuangan & perpajakan di cek KPK setuju gak","0","0","2025-03-15T14:01:27.000Z","harunouci","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7229712483228599298","7482036090887652114","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9b246eee38bb2b19a820cfbbb2cbfdc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a08a9f9b&x-expires=1764061200&x-signature=syHIpE2u%2BwIOKKXMaEAVfwMfHy8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sekarang mau cari kerja aja harus pake NPWP, sedangkan web buat NPWP nya eror mlu anjjj. trus itu yg bikin jasa buat NPWP dapet akses nya darimana ya kok bisa ngga eror gitu","3","0","2025-02-01T04:45:10.000Z","kaisar_j4wa","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7267195052845138962","7466307109987386120","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7268688216706646021~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=50b5df49&x-expires=1764061200&x-signature=RkhJTUFPm0Hgpw0gsXGnlJmUf5A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"cort3x banyak di korupsi apa kpk brani..hw..konoha","0","0","2025-04-22T11:12:52.000Z","ariessaputra508","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7093156511539315738","7496093859437871879","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0ee74f902adfbe0cddfc7749ca7a883b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dbb8a1f7&x-expires=1764061200&x-signature=483pddy6IZ7b%2FRWylZX89pg3jGY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"fix dikoprup 😁","0","1","2025-02-23T05:35:47.000Z","nirw378","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6938832800200246273","7474484071981253392","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/891ee317501063e412105c2e7d5a6a5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2193b994&x-expires=1764061200&x-signature=tX%2BJSI8%2B%2B9TGjvp8wXZ%2FRyImcl0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😂😂😂 intinya","2","4","2025-01-31T13:06:07.000Z","kishu_armyindonesia","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6752421503498994690","7466065166409614098","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331037610862706690~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=48714b86&x-expires=1764061200&x-signature=0qcX4AGKr8dP31c9Vt2wXiy59C0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"abang ini lupa yang mahal kan disini kan pajaknya 😁😁","2","2","2025-01-31T14:40:55.000Z","a.d.h.1.e","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6807750270559814658","7466089557797913351","https://p77-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eaaeeefaf8d35bed871aeb11d9cb65ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b2f80368&x-expires=1764061200&x-signature=0x0WMOadov2kFnYk8vZZIEk%2FXpU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"nilai pemenang tender kan 1.3 T. gatau kalo pengadaan aplikasi model gtu tapi di kalo pengadaan konstruksi ada konsultan pengawasnya, itu jg diperiksa bpk buat ngecek penggunaan anggaran efektif ngga.","0","3","2025-01-31T16:43:50.000Z","darma_digo","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6901077667425076230","7466121260037194503","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d190afa40243dc75392206e8ef0168b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8ef67dd1&x-expires=1764061200&x-signature=3iw6aienCE0Pt3tm4W8%2Bw9jXlGc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yoi setidaknya udah dapet kumplit sama infra nya plus bonus AI","2","1","2025-01-31T11:58:54.000Z","thevanilla999","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6826847369960489986","7466047812972380935","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/16d5915298a0e69cf28e69aec8c996b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2ef57d2c&x-expires=1764061200&x-signature=4M6KsLfiUsGEHAkXa%2FPnx2RuDSo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"banyak makelar 😂😂😂","2","0","2025-02-01T05:08:17.000Z","febri_septa","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7204335952846783514","7466313061525095176","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7361399094320201734~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2494a526&x-expires=1764061200&x-signature=wGT01nxkNgQMnq6cnqtSyOYSsRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ehh kan emang begitu dana pembuatan tuh cuman 10% dri nilai keseluruhan..sisanya ya😅","1","1","2025-02-02T15:17:31.000Z","ohengkun","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7089694956146705410","7466841118757077766","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7315375702302752773~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dd4e170f&x-expires=1764061200&x-signature=uX1TXuzYRZgqedlX3Wcv6GDOZ%2BE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"1.2 T pakai bootstrap 🔥😂","1047","30","2025-01-20T10:05:15.000Z","wireloca","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6924241134337180674","7461936551607649041","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8a17fca9b47cc0c1a98c82a8f5c4dddb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b8583f71&x-expires=1764061200&x-signature=DsBmP5zC%2BjlETrQxISqFXBtMxFs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wkwkwk anak pajak di kantor gw pada heboh trus malah treak2 ke anak IT, ini kenapa ngeleg terus yaaa🗿🔥","5","0","2025-01-20T11:37:18.000Z","isgerahbody","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6801482234778272770","7461960310707634962","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9a9928a0026a46d689495f71805b73ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9285c766&x-expires=1764061200&x-signature=GPH6%2BuE6v0fU685De0Oftg2X7Vc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Kalah sama web jud","378","4","2025-01-20T13:50:50.000Z","koncoturuq","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6924947160559928322","7461994682424345349","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7328174640491134994~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=073ab542&x-expires=1764061200&x-signature=ovzw1nCEIudc%2FikJI3xCN4p5e6w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"2025 baru 20 hari bang, gw dah nangis 3x gara gara coretax 😭😭😭","10","1","2025-01-20T15:48:17.000Z","bonjua123456","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7340132346799211525","7462024967901053704","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3a59c81499e104551ea08cfb783bf42d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=be8b3be5&x-expires=1764061200&x-signature=kLIY7dUK1YOSQ5Cx37sX5qxQHFk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gw mantan dev yg pernah garap projek pemerintahan ,uda paham itu masalah apa 🙏","140","10","2025-01-20T12:50:54.000Z","ballball2283","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7012417326583153665","7461979309553697552","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/99a60c8b4215e62ac8c5b52f990dc72e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=518bd5dc&x-expires=1764061200&x-signature=hGnLc%2BV23%2F2Xx3JDVfIWvsbDheI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"hari ini kantor gua lgi pusing soal coretax karena error mulu, giliran udh ga error, webnya blank, pdhl lgi buru2 bikin faktur 🗿","66","6","2025-01-20T11:05:01.000Z","mr67skf","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6525565209545261058","7461951989509849863","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b02ff4d5a9408e759dc12cf68a75e5b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6adcdc38&x-expires=1764061200&x-signature=4yJKSUtFHisRPfQaD91hnFEP%2Bng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"1,2T paling cuma 20%, 80% masuk kantong pribadi 😉","8","0","2025-01-21T14:25:12.000Z","ternakmulyonoiq78","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7431949461666399233","7462374629237408520","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fdbf925a3c3ce2f154c77fd81f19f118~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ef165d5&x-expires=1764061200&x-signature=eRIWBnLqMlh8t605OBhhdMSzc9U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"1.2T sampe ke dev cuma 1.2JT 😂😂😂","12","0","2025-01-20T11:00:06.000Z","dimassubaktianto","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7101198201324569606","7461950686525653761","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c87a0bb1d63cb7bf995405eb0982e02f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d18eb0ba&x-expires=1764061200&x-signature=HAHKrVzUtmWSjNbGEOCu70OZC10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gw disuruh sama bos gw buat daftar 13 karyawan gw lagi anjir 😭 daftar gw aja seharian ga masuk²","5","3","2025-01-25T08:50:35.000Z","terbang.tinggi69","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6737627626850616321","7463772727419634450","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4ea3614dcee5b8fb5c395338890b2156~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2404494&x-expires=1764061200&x-signature=n7Nu4z%2BabmDP2oED6b8n55wOurw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"besoknya langsung dpt surat dr KPP buat pemeriksaan pajak 😂😂😂😂😂😂","13","0","2025-01-20T10:13:34.000Z","prehatanto","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6617255042804334594","7461938703066841864","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=000d0a18&x-expires=1764061200&x-signature=W%2BfvumTbJPhUj8Xz3zbhIwxdL4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"di internal DJP sendiri sudah bergejolak masalah coretax ini ada yg bilang sistem belum ready jgn di rilis dlu tp banyak yg pengen dirilis langsung aja sekaligus uji coba","8","4","2025-01-20T15:20:59.000Z","celvonverdink","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6843569717803860994","7462017916768404242","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/216ca22c78bfdc143632278c896991ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=adfee15d&x-expires=1764061200&x-signature=YPeATghLC3OffsLzyfeGtpK5jJE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sini gua bikinin, gausah kasih apa-apa ke gua😂","6","0","2025-01-20T10:30:31.000Z","zulfi_sidqil_wafa","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7125613851940520987","7461943060135723784","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6e2c87ee37abf85495c1f0d0cf25f5e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe72db1c&x-expires=1764061200&x-signature=bfK5zRWc5Lv7GP7s%2Fun1ImLcVl8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalo ga bisa kebuka itu bukan karena servernya overload, tapi emang itu adalah verifikasi awal.
sistemnya bisa bedain orang yg buka iseng atau serius dari deteksi detak jantung dan hela nafas usernya","172","30","2025-01-20T13:41:35.000Z","bennymanullang88","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7212825651048432642","7461992328917287687","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5d260270325cec5ef8e2087275520d1d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54410c05&x-expires=1764061200&x-signature=E14algV0gQAjQ8LdWYoK88Z8TB8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kocak intinnya mah","8","0","2025-01-20T09:26:32.000Z","sunan.sm","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7070359023241315329","7461926552269783815","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/04abcc052963249ccd969369c69e70d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9768f35e&x-expires=1764061200&x-signature=U68kQ1idGGH4S1JRgX4evjixKIY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wah kurang bank, review dengan project cost donk.... kira2 dengan project cost brp utk dapat itu","5","0","2025-01-20T09:59:12.000Z","stefanusgilangchresna","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6878016629222622209","7461935029506245393","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cabc61cb55d98640f61aefcee6a07cf8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=60b48621&x-expires=1764061200&x-signature=HkmXW6MfiINXRnwsXIIdFxpvf1M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"1.2 T yang disalurkan paling berapa 🤔","129","6","2025-01-20T09:50:28.000Z","aknkpo0225","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7101508750728561690","7461932705854391047","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3af81816d63ffe53b29e72c9ebb52f6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=42f07ddf&x-expires=1764061200&x-signature=8eqotmWkXj9z5pkgTj56FTkKU7U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"itu kan emang dibikin supaya rakyat Indonesia lebih sabar bang ..🙏","6","0","2025-01-20T13:22:06.000Z","ryansky2","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","273208676860092416","7461987310449230600","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=000d0a18&x-expires=1764061200&x-signature=W%2BfvumTbJPhUj8Xz3zbhIwxdL4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bang itu nunggu muter2nya kita bisa umroh dulu","6","0","2025-01-23T09:33:05.000Z","lisa_robin_louis","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7360175239962477573","7463041442580628230","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d7a9cc0153e505d7d81bbaf9213d2877~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7223475&x-expires=1764061200&x-signature=hk5bgSMVWXbXHMe9U6NCrHiY%2FuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"salah server kali bang... 😁😁😁😁😁","4","0","2025-01-20T09:35:12.000Z","aby_ayas8212","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7042956298083107842","7461928845776585479","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/84102a42f0f835db8bd96a92b2d4b115~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=95986b4b&x-expires=1764061200&x-signature=pffPFL84SjcsannAeFn4ENpVFTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"keknya bakal lebih cepet Cpanel deh wkwkkw","5","1","2025-01-20T13:16:07.000Z","ichipravda","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6978496326342493186","7461985679037203205","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b6c0279a04c1797d1f6ff6a8b89bec03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0f1ca17e&x-expires=1764061200&x-signature=YTOTyjV0WUlO%2BaIVuJF5ZOAHlMA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"1.2 Triliun, buat vendor 60% sisanya biaya administrasi 😂. Gua lagi ngomongin biaya project gua pribadi loh ya..","285","6","2025-01-20T11:47:59.000Z","your_masf","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6821094163921355778","7461963018276979462","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e61cfc0a5a83c3bf3ed5bdd28151ee06~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b4fee1f&x-expires=1764061200&x-signature=oQn5W7NKsaDrVLDq6GbLjW5qbXM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
